sign,tau,path
309.52320000000003,-0.2008999999999287,0
308.02625000000006,-0.2008999999999287,0
308.02625000000006,-0.2008999999999287,0
313.2832,4.2875,0
313.2832,4.2875,0
302.75519999999995,16.86089999999993,0
302.75519999999995,16.86089999999993,0
308.0192,29.89,0
308.0192,29.89,0
313.2832,42.015049999999945,0
313.2832,42.015049999999945,0
315.53215000000006,54.14254999999994,0
315.53215000000006,54.14254999999994,0
295.9942500000001,64.46685000000002,0
295.9942500000001,64.46685000000002,0
299.7472,74.35015000000006,0
299.7472,74.35015000000006,0
309.52320000000003,83.33185000000003,0
309.52320000000003,83.33185000000003,0
289.97825,90.06689999999998,0
289.97825,90.06689999999998,0
294.49024999999995,98.14944999999992,0
294.49024999999995,98.14944999999992,0
292.9862499999999,93.21024999999996,0
292.9862499999999,93.21024999999996,0
289.22624999999994,85.1277,0
289.22624999999994,85.1277,0
283.21025,93.21024999999996,0
283.21025,93.21024999999996,0
283.9622499999999,96.35359999999993,0
283.9622499999999,96.35359999999993,0
280.20224999999994,86.47764999999984,0
280.20224999999994,86.47764999999984,0
281.6991999999999,87.82514999999984,0
281.6991999999999,87.82514999999984,0
292.9791999999999,99.05104999999976,0
292.9791999999999,99.05104999999976,0
285.4591999999999,91.86274999999974,0
285.4591999999999,91.86274999999974,0
277.93919999999986,86.02929999999964,0
277.93919999999986,86.02929999999964,0
280.1951999999999,95.90524999999973,0
280.1951999999999,95.90524999999973,0
290.7231999999999,96.8068499999998,0
290.7231999999999,96.8068499999998,0
269.67424999999986,86.02929999999985,0
269.67424999999986,86.02929999999985,0
289.97119999999984,91.86274999999995,0
289.97119999999984,91.86274999999995,0
269.67424999999986,98.60270000000001,0
269.67424999999986,98.60270000000001,0
284.7142499999999,90.5127999999999,0
284.7142499999999,90.5127999999999,0
268.17024999999984,84.22609999999993,0
268.17024999999984,84.22609999999993,0
283.9622499999998,94.55774999999996,0
283.9622499999998,94.55774999999996,0
280.94719999999984,99.49694999999991,0
280.94719999999984,99.49694999999991,0
285.4591999999998,89.61854999999998,0
285.4591999999998,89.61854999999998,0
277.9391999999998,86.47765000000005,0
277.9391999999998,86.47765000000005,0
271.1711999999997,98.60270000000001,0
271.1711999999997,98.60270000000001,0
277.94624999999974,96.35359999999993,0
277.94624999999974,96.35359999999993,0
269.67424999999974,84.22609999999993,0
269.67424999999974,84.22609999999993,0
276.44224999999983,90.06689999999998,0
276.44224999999983,90.06689999999998,0
268.9222499999998,98.14944999999992,0
268.9222499999998,98.14944999999992,0
270.41919999999976,89.61854999999998,0
270.41919999999976,89.61854999999998,0
276.4351999999998,86.92354999999999,0
276.4351999999998,86.92354999999999,0
287.7222499999998,99.05104999999999,0
287.7222499999998,99.05104999999999,0
266.65919999999977,96.35359999999993,0
266.65919999999977,96.35359999999993,0
272.6822499999998,84.68179999999985,0
272.6822499999998,84.68179999999985,0
278.6982499999998,90.5127999999999,0
278.6982499999998,90.5127999999999,0
267.4182499999998,98.60270000000001,0
267.4182499999998,98.60270000000001,0
274.17919999999975,90.5127999999999,0
274.17919999999975,90.5127999999999,0
279.4431999999998,84.22609999999993,0
279.4431999999998,84.22609999999993,0
273.43424999999974,94.55774999999996,0
273.43424999999974,94.55774999999996,0
271.1711999999997,99.49694999999991,0
271.1711999999997,99.49694999999991,0
275.6972999999998,89.61854999999998,0
275.6972999999998,89.61854999999998,0
268.1702499999997,86.92354999999999,0
268.1702499999997,86.92354999999999,0
271.9302499999997,99.05104999999999,0
271.9302499999997,99.05104999999999,0
277.1942499999998,96.80685000000003,0
277.1942499999998,96.80685000000003,0
269.6812999999998,84.68180000000008,0
269.6812999999998,84.68180000000008,0
276.4351999999998,90.51280000000013,0
276.4351999999998,90.51280000000013,0
274.93824999999975,99.49695000000014,0
274.93824999999975,99.49695000000014,0
262.15424999999976,90.96850000000005,0
262.15424999999976,90.96850000000005,0
268.1702499999997,85.1277,0
268.1702499999997,85.1277,0
274.93824999999975,95.45935000000003,0
274.93824999999975,95.45935000000003,0
272.6822499999998,97.2552,0
272.6822499999998,97.2552,0
273.43424999999974,85.57605,0
273.43424999999974,85.57605,0
271.17824999999976,86.92354999999999,0
271.17824999999976,86.92354999999999,0
274.1862499999998,99.05104999999999,0
274.1862499999998,99.05104999999999,0
280.2022499999998,92.76435000000002,0
280.2022499999998,92.76435000000002,0
277.18719999999985,86.47765000000005,0
277.18719999999985,86.47765000000005,0
256.8831999999998,96.80685000000003,0
256.8831999999998,96.80685000000003,0
273.4412999999998,98.60270000000001,0
273.4412999999998,98.60270000000001,0
264.41024999999985,86.92354999999999,0
264.41024999999985,86.92354999999999,0
271.1782499999999,88.27104999999999,0
271.1782499999999,88.27104999999999,0
269.67424999999986,99.95020000000001,0
269.67424999999986,99.95020000000001,0
271.1782499999999,94.11185000000002,0
271.1782499999999,94.11185000000002,0
268.17024999999984,84.68180000000008,0
268.17024999999984,84.68180000000008,0
270.4191999999999,92.76435000000002,0
270.4191999999999,92.76435000000002,0
277.93919999999986,98.60270000000001,0
277.93919999999986,98.60270000000001,0
261.4022499999999,88.27104999999999,0
261.4022499999999,88.27104999999999,0
268.17024999999995,85.57605,0
268.17024999999995,85.57605,0
261.3952,97.70109999999994,0
261.3952,97.70109999999994,0
276.43519999999995,95.45935000000003,0
