u,sign,path
-2.3839999999978315e-05,309.97101999999995,0
-0.012438519999999934,308.47693999999984,0
-0.012438519999999934,308.47693999999984,0
-0.006237139999999816,313.73519999999985,0
-0.006237139999999816,313.73519999999985,0
-0.0025121399999998156,303.20901999999995,0
-0.0025121399999998156,303.20901999999995,0
-0.02112819999999989,308.46727999999996,0
-0.02112819999999989,308.46727999999996,0
-0.01367819999999989,313.73519999999985,0
-0.01367819999999989,313.73519999999985,0
-0.012438519999999934,315.97953999999993,0
-0.012438519999999934,315.97953999999993,0
-0.02237682000000004,296.44057999999984,0
-0.02237682000000004,296.44057999999984,0
-0.023613519999999933,300.1950999999998,0
-0.023613519999999933,300.1950999999998,0
-0.01740319999999989,309.97101999999967,0
-0.01740319999999989,309.97101999999967,0
-0.032303199999999886,290.42239999999964,0
-0.032303199999999886,290.42239999999964,0
-0.032303199999999886,294.9368399999998,0
-0.032303199999999886,294.9368399999998,0
-0.023613519999999933,293.43631999999985,0
-0.023613519999999933,293.43631999999985,0
-0.04217891999999999,289.67857999999984,0
-0.04217891999999999,289.67857999999984,0
-0.028524560000000074,283.6604,0
-0.028524560000000074,283.6604,0
-0.026030300000000107,284.41388,0
-0.026030300000000107,284.41388,0
-0.03596860000000021,280.64648000000005,0
-0.03596860000000021,280.64648000000005,0
-0.02851562000000015,282.1502200000001,0
-0.02851562000000015,282.1502200000001,0
-0.039681680000000226,293.4266600000002,0
-0.039681680000000226,293.4266600000002,0
-0.02726700000000027,285.90474000000034,0
-0.02726700000000027,285.90474000000034,0
-0.03844498000000034,278.3860400000002,0
-0.03844498000000034,278.3860400000002,0
-0.02726700000000027,280.63682000000017,0
-0.02726700000000027,280.63682000000017,0
-0.039681680000000226,291.17266000000023,0
-0.039681680000000226,291.17266000000023,0
-0.029746360000000183,270.11386000000033,0
-0.029746360000000183,270.11386000000033,0
-0.037196360000000185,290.4127400000003,0
-0.037196360000000185,290.4127400000003,0
-0.043400720000000094,270.11386000000033,0
-0.043400720000000094,270.11386000000033,0
-0.03471104000000014,285.16414000000026,0
-0.03471104000000014,285.16414000000026,0
-0.04836242000000026,268.6197800000002,0
-0.04836242000000026,268.6197800000002,0
-0.037196360000000185,284.4138800000003,0
-0.037196360000000185,284.4138800000003,0
-0.042161040000000136,281.3870800000004,0
-0.042161040000000136,281.3870800000004,0
-0.05332710000000021,285.90474000000034,0
-0.05332710000000021,285.90474000000034,0
-0.037196360000000185,278.3860400000002,0
-0.037196360000000185,278.3860400000002,0
-0.042161040000000136,271.61438000000027,0
-0.042161040000000136,271.61438000000027,0
-0.05084178000000017,278.3924800000003,0
-0.05084178000000017,278.3924800000003,0
-0.03347136000000018,270.11386000000033,0
-0.03347136000000018,270.11386000000033,0
-0.042161040000000136,276.8919600000004,0
-0.042161040000000136,276.8919600000004,0
-0.04836242000000026,269.3700400000005,0
-0.04836242000000026,269.3700400000005,0
-0.047125720000000364,270.8641200000006,0
-0.047125720000000364,270.8641200000006,0
-0.03843604000000041,276.8823000000005,0
-0.03843604000000041,276.8823000000005,0
-0.04463742000000053,288.16840000000053,0
-0.04463742000000053,288.16840000000053,0
-0.04587710000000048,267.10638000000057,0
-0.04587710000000048,267.10638000000057,0
-0.05084178000000044,273.12456000000043,0
-0.05084178000000044,273.12456000000043,0
-0.037196360000000456,279.1459600000004,0
-0.037196360000000456,279.1459600000004,0
-0.043400720000000365,267.86952000000025,0
-0.043400720000000365,267.86952000000025,0
-0.043400720000000365,274.6283000000002,0
-0.043400720000000365,274.6283000000002,0
-0.05705210000000049,279.8962200000001,0
-0.05705210000000049,279.8962200000001,0
-0.05332710000000048,273.8780400000002,0
-0.05332710000000048,273.8780400000002,0
-0.05332710000000048,271.61438000000027,0
-0.05332710000000048,271.61438000000027,0
-0.05084178000000044,276.1417000000004,0
-0.05084178000000044,276.1417000000004,0
-0.040912420000000525,268.6197800000005,0
-0.040912420000000525,268.6197800000005,0
-0.037187420000000526,272.37430000000046,0
-0.037187420000000526,272.37430000000046,0
-0.038427100000000484,277.6422200000004,0
-0.038427100000000484,277.6422200000004,0
-0.03966678000000044,270.12352000000027,0
-0.03966678000000044,270.12352000000027,0
-0.04587710000000048,276.8823000000002,0
-0.04587710000000048,276.8823000000002,0
-0.04339178000000044,275.37856000000016,0
-0.04339178000000044,275.37856000000016,0
-0.04339178000000044,262.6016000000001,0
-0.04339178000000044,262.6016000000001,0
-0.04463742000000053,268.61012000000005,0
-0.04463742000000053,268.61012000000005,0
-0.042152100000000484,275.37856000000016,0
-0.042152100000000484,275.37856000000016,0
-0.04587710000000048,273.12456000000014,0
-0.04587710000000048,273.12456000000014,0
-0.03966678000000044,273.8780400000002,0
-0.03966678000000044,273.8780400000002,0
-0.042152100000000484,271.6240400000002,0
-0.042152100000000484,271.6240400000002,0
-0.05332710000000048,274.6283000000002,0
-0.05332710000000048,274.6283000000002,0
-0.05704316000000056,280.64648000000005,0
-0.05704316000000056,280.64648000000005,0
-0.04587710000000048,277.6325600000001,0
-0.04587710000000048,277.6325600000001,0
-0.04960210000000048,257.32402000000025,0
-0.04960210000000048,257.32402000000025,0
-0.05084178000000044,273.8877000000001,0
-0.05084178000000044,273.8877000000001,0
-0.04711678000000044,264.8556000000001,0
-0.04711678000000044,264.8556000000001,0
-0.04711678000000044,271.6240400000002,0
-0.04711678000000044,271.6240400000002,0
-0.05456678000000044,270.12352000000027,0
-0.05456678000000044,270.12352000000027,0
-0.0595314600000004,271.6240400000002,0
-0.0595314600000004,271.6240400000002,0
-0.060768160000000286,268.61012000000034,0
-0.060768160000000286,268.61012000000034,0
-0.05084178000000017,270.8641200000003,0
-0.05084178000000017,270.8641200000003,0
-0.04711678000000017,278.3860400000002,0
-0.04711678000000017,278.3860400000002,0
-0.05580646000000013,261.84812000000034,0
-0.05580646000000013,261.84812000000034,0
-0.06201678000000017,268.6197800000002,0
-0.06201678000000017,268.6197800000002,0
-0.04711678000000017,261.8384600000001,0
-0.04711678000000017,261.8384600000001,0
-0.04587710000000021,276.8823000000002,0
-0.04587710000000021,276.8823000000002,0
-0.058282840000000245,260.3379400000001,0
-0.058282840000000245,260.3379400000001,0
-0.05208146000000013,267.1063800000003,0
-0.05208146000000013,267.1063800000003,0
-0.04462848000000006,270.12352000000027,0
-0.04462848000000006,270.12352000000027,0
-0.060768160000000015,267.1063800000003,0
-0.060768160000000015,267.1063800000003,0
-0.05580646000000013,267.86952000000025,0
-0.05580646000000013,267.86952000000025,0
-0.05208146000000013,274.6283000000002,0
-0.05208146000000013,274.6283000000002,0
-0.059531460000000126,259.5973400000001,0
-0.059531460000000126,259.5973400000001,0
-0.04835646000000013,265.60586000000006,0
-0.04835646000000013,265.60586000000006,0
-0.059531460000000126,257.3336800000002,0
-0.059531460000000126,257.3336800000002,0
-0.05331816000000002,252.06576000000027,0
-0.05331816000000002,252.06576000000027,0
-0.04835646000000013,267.85986000000037,0
-0.04835646000000013,267.85986000000037,0
-0.058282840000000245,277.6422200000004,0
-0.058282840000000245,277.6422200000004,0
-0.04587710000000021,256.5737600000003,0
-0.04587710000000021,256.5737600000003,0
-0.05704316000000029,265.60586000000035,0
-0.05704316000000029,265.60586000000035,0
-0.05083284000000025,270.87378000000024,0
-0.05083284000000025,270.87378000000024,0
-0.062007840000000244,271.6240400000002,0
-0.062007840000000244,271.6240400000002,0
-0.04959316000000029,264.8556000000001,0
-0.04959316000000029,264.8556000000001,0
-0.0632475200000002,264.0924600000001,0
-0.0632475200000002,264.0924600000001,0
-0.04710784000000025,264.8556000000001,0
-0.04710784000000025,264.8556000000001,0
-0.062007840000000244,261.8384600000001,0
-0.062007840000000244,261.8384600000001,0
-0.04959316000000029,264.8556000000001,0
-0.04959316000000029,264.8556000000001,0
-0.059522520000000204,275.37856000000016,0
